Timestamp, Premade Voltage, Actual Sent Voltage, Premade Velocity, Actual Velocity
02/07/2020 10:57:52.903, -1.482103, -1.482103,-10.46364,-11.69659
02/07/2020 10:57:52.914, -1.369159, -1.369159,-9.666265,-11.20544
02/07/2020 10:57:52.925, -1.254999, -1.254999,-8.860294,-10.69864
02/07/2020 10:57:52.936, -1.140806, -1.140806,-8.054088,-10.24469
02/07/2020 10:57:52.947, -1.027807, -1.027807,-7.256319,-9.588474
02/07/2020 10:57:52.958, -0.917191, -0.917191,-6.475368,-8.468872
02/07/2020 10:57:52.970, -0.8103468, -0.8103468,-5.721049,-7.645777
02/07/2020 10:57:52.981, -0.7082304, -0.7082304,-5.000107,-7.014565
02/07/2020 10:57:52.991, -0.6118072, -0.6118072,-4.319359,-6.135643
02/07/2020 10:57:53.003, -0.5222428, -0.5222428,-3.687034,-5.3406
02/07/2020 10:57:53.013, -0.4400006, -0.4400006,-3.106404,-4.76797
02/07/2020 10:57:53.025, -0.3654976, -0.3654976,-2.580413,-4.109502
02/07/2020 10:57:53.036, -0.299287, -0.299287,-2.112966,-3.165668
02/07/2020 10:57:53.047, -0.2412079, -0.2412079,-1.702928,-2.688884
02/07/2020 10:57:53.058, -0.1910193, -0.1910193,-1.348596,-2.033014
02/07/2020 10:57:53.069, -0.1486207, -0.1486207,-1.049262,-1.711209
02/07/2020 10:57:53.080, -0.113367, -0.113367,-0.800371,-1.26049
02/07/2020 10:57:53.091, -0.08455071, -0.08455071,-0.596928,-1.156332
02/07/2020 10:57:53.102, -0.06162946, -0.06162946,-0.435104,-0.8811285
02/07/2020 10:57:53.113, -0.04377337, -0.04377337,-0.30904,-0.7634878
02/07/2020 10:57:53.125, -0.03014448, -0.03014448,-0.21282,-0.3166186
02/07/2020 10:57:53.136, -0.02009263, -0.02009263,-0.141854,-0.1892079
02/07/2020 10:57:53.147, -0.01286473, -0.01286473,-0.090825,0.09209809
02/07/2020 10:57:53.158, -0.007830879, -0.007830879,-0.05528601,0.2618079
02/07/2020 10:57:53.169, -0.004483286, -0.004483286,-0.031652,0.3356915
02/07/2020 10:57:53.180, -0.002374929, -0.002374929,-0.016767,-0.09654682
02/07/2020 10:57:53.192, -0.001122521, -0.001122521,-0.007925,-0.1891008
02/07/2020 10:57:53.202, -0.0004573654, -0.0004573654,-0.003229,0.1192953
02/07/2020 10:57:53.214, -0.0001542493, -0.0001542493,-0.001089,0.1265096
02/07/2020 10:57:53.225, -3.796034E-05, -3.796034E-05,-0.000268,-0.02997275
02/07/2020 10:57:53.236, -5.524079E-06, -5.524079E-06,-3.9E-05,0.3820131
02/07/2020 10:57:53.247, -2.832861E-07, -2.832861E-07,-2E-06,0.2225016
02/07/2020 10:57:53.258, 0, 0,0,0.09754769
02/07/2020 10:57:53.269, 0, 0,0,-0.01220696
02/07/2020 10:57:53.280, 0, 0,0,-0.0133168
02/07/2020 10:57:53.291, 0, 0,0,0.2207084
02/07/2020 10:57:53.302, 0, 0,0,0.1265085
02/07/2020 10:57:53.314, 0, 0,0,0.0610349
02/07/2020 10:57:53.325, 0, 0,0,0.1416894
02/07/2020 10:57:53.335, 0, 0,0,0.2245212
02/07/2020 10:57:53.347, -0.0001144476, -0.0001144476,-0.000808,-0.1303926
02/07/2020 10:57:53.357, -0.0002730878, -0.0002730878,-0.001928,-0.04468665
