Voltage Input (Ideal), Timestamp, Velocity Output, Control Input, Error
0, 07/18/2019 12:28:00.161, -0.3195763, 28.18563, 0.3808594
0, 07/18/2019 12:28:00.175, 0.07724762, 28.19446, 0.3195763
0, 07/18/2019 12:28:00.191, 0.3813171, 28.08324, -0.07724762
0, 07/18/2019 12:28:00.205, 0.3627777, 27.97275, -0.3813171
0, 07/18/2019 12:28:00.220, 0.03902435, 27.9492, -0.3627777
0, 07/18/2019 12:28:00.234, 0.1452827, 28.03194, -0.03902435
0, 07/18/2019 12:28:00.250, 0.2026749, 27.99238, -0.1452827
0, 07/18/2019 12:28:00.264, 0.002632141, 27.96127, -0.2026749
0, 07/18/2019 12:28:00.277, -0.07101059, 28.01408, -0.002632141
0, 07/18/2019 12:28:00.292, -0.01836777, 28.03917, 0.07101059
0, 07/18/2019 12:28:00.306, 0.1358986, 28.02666, 0.01836777
0, 07/18/2019 12:28:00.321, 0.3668976, 27.97511, -0.1358986
0, 07/18/2019 12:28:00.336, 0.2396965, 27.88512, -0.3668976
0, 07/18/2019 12:28:00.350, 0.2275085, 27.90002, -0.2396965
0, 07/18/2019 12:28:00.365, 0.09120941, 27.88541, -0.2275085
0, 07/18/2019 12:28:00.379, 0.3149414, 27.91437, -0.09120941
0, 07/18/2019 12:28:00.393, 0.09441376, 27.83038, -0.3149414
0, 07/18/2019 12:28:00.407, 0.07759094, 27.88141, -0.09441376
0, 07/18/2019 12:28:00.422, 0.1104355, 27.87978, -0.07759094
0, 07/18/2019 12:28:00.435, 0.1158714, 27.86242, -0.1104355
0, 07/18/2019 12:28:00.450, 0.2744293, 27.85188, -0.1158714
0, 07/18/2019 12:28:00.464, -0.007781982, 27.78834, -0.2744293
0, 07/18/2019 12:28:00.478, -0.01344681, 27.86374, 0.007781982
0, 07/18/2019 12:28:00.493, -0.1750374, 27.86629, 0.01344681
0, 07/18/2019 12:28:00.507, 0.1026535, 27.92285, 0.1750374
0, 07/18/2019 12:28:00.521, 0.1122665, 27.84121, -0.1026535
0, 07/18/2019 12:28:00.536, 0.08022308, 27.82985, -0.1122665
0, 07/18/2019 12:28:00.550, 0.2673912, 27.83205, -0.08022308
0, 07/18/2019 12:28:00.565, 0.04863739, 27.76147, -0.2673912
0, 07/18/2019 12:28:00.578, 0.234375, 27.81563, -0.04863739
0, 07/18/2019 12:28:00.592, -0.04240036, 27.74802, -0.234375
0, 07/18/2019 12:28:00.607, -0.06820679, 27.82469, 0.04240036
0, 07/18/2019 12:28:00.622, -0.08354187, 27.83688, 0.06820679
0, 07/18/2019 12:28:00.635, -0.1955795, 27.8475, 0.08354187
0, 07/18/2019 12:28:00.650, 0.05584717, 27.89253, 0.1955795
0, 07/18/2019 12:28:00.664, -0.2453613, 27.82152, -0.05584717
0, 07/18/2019 12:28:00.677, 0.190258, 27.92059, 0.2453613
0, 07/18/2019 12:28:00.692, 0.04537582, 27.79023, -0.190258
0, 07/18/2019 12:28:00.708, 0.04119873, 27.82506, -0.04537582
0, 07/18/2019 12:28:00.722, -0.03553391, 27.82294, -0.04119873
0, 07/18/2019 12:28:00.737, -0.07856369, 27.84606, 0.03553391
0, 07/18/2019 12:28:00.752, -0.06088257, 27.86362, 0.07856369
0, 07/18/2019 12:28:00.765, -0.2298546, 27.86371, 0.06088257
0, 07/18/2019 12:28:00.780, -0.06820679, 27.92652, 0.2298546
0, 07/18/2019 12:28:00.794, -0.2582359, 27.88904, 0.06820679
0, 07/18/2019 12:28:00.808, -0.06345749, 27.95965, 0.2582359
0, 07/18/2019 12:28:00.822, -0.02277374, 27.91301, 0.06345749
0, 07/18/2019 12:28:00.837, 0.207653, 27.90402, 0.02277374
0, 07/18/2019 12:28:00.851, -0.05945206, 27.82667, -0.207653
0, 07/18/2019 12:28:00.865, -0.05630493, 27.90211, 0.05945206
0, 07/18/2019 12:28:00.880, 0.256176, 27.90569, 0.05630493
0, 07/18/2019 12:28:00.894, 0.06580353, 27.80279, -0.256176
0, 07/18/2019 12:28:00.907, -0.1900291, 27.84808, -0.06580353
0, 07/18/2019 12:28:00.922, 0.09366989, 27.93078, 0.1900291
0, 07/18/2019 12:28:00.938, -0.1019669, 27.84826, -0.09366989
0, 07/18/2019 12:28:00.951, 0.05041122, 27.9081, 0.1019669
0, 07/18/2019 12:28:00.966, -0.2295113, 27.86376, -0.05041122
0, 07/18/2019 12:28:00.979, -0.05264282, 27.95595, 0.2295113
0, 07/18/2019 12:28:00.994, 0.1834488, 27.91321, 0.05264282
0, 07/18/2019 12:28:01.007, -0.3232384, 27.83625, -0.1834488
0, 07/18/2019 12:28:01.022, -0.09773254, 27.99588, 0.3232384
0, 07/18/2019 12:28:01.037, -0.1833344, 27.94379, 0.09773254
0, 07/18/2019 12:28:01.052, 0.2210426, 27.98085, 0.1833344
0, 07/18/2019 12:28:01.065, 0.00623703, 27.85635, -0.2210426
0, 07/18/2019 12:28:01.079, 0.005664825, 27.91279, -0.00623703
0, 07/18/2019 12:28:01.094, 0.2388954, 27.9125, -0.005664825
0, 07/18/2019 12:28:01.108, 0.2061081, 27.83195, -0.2388954
0, 07/18/2019 12:28:01.122, 0.1169014, 27.82447, -0.2061081
0, 07/18/2019 12:28:01.136, -0.04594803, 27.83894, -0.1169014
0, 07/18/2019 12:28:01.151, 0.04245758, 27.8857, 0.04594803
0, 07/18/2019 12:28:01.165, 0.02197266, 27.85894, -0.04245758
0, 07/18/2019 12:28:01.179, -0.006809235, 27.86265, -0.02197266
0, 07/18/2019 12:28:01.194, -0.01121521, 27.87081, 0.006809235
0, 07/18/2019 12:28:01.208, -0.009212494, 27.87286, 0.01121521
0, 07/18/2019 12:28:01.221, -0.04938126, 27.87305, 0.009212494
0, 07/18/2019 12:28:01.235, -0.1132393, 27.88757, 0.04938126
0, 07/18/2019 12:28:01.251, -0.1379585, 27.91337, 0.1132393
0, 07/18/2019 12:28:01.266, -0.312252, 27.93075, 0.1379585
0, 07/18/2019 12:28:01.280, -0.2929688, 28.00143, 0.312252
0, 07/18/2019 12:28:01.294, -0.2438736, 28.0193, 0.2929688
0, 07/18/2019 12:28:01.308, 0.205307, 28.02542, 0.2438736
0, 07/18/2019 12:28:01.323, -0.01436234, 27.89028, -0.205307
0, 07/18/2019 12:28:01.337, 0.007381439, 27.94962, 0.01436234
0, 07/18/2019 12:28:01.351, 0.2441025, 27.94328, -0.007381439
0, 07/18/2019 12:28:01.366, 0.006923676, 27.8614, -0.2441025
0, 07/18/2019 12:28:01.380, 0.02317429, 27.92371, -0.006923676
0, 07/18/2019 12:28:01.394, -0.1991844, 27.91759, -0.02317429
0, 07/18/2019 12:28:01.408, -0.1991844, 27.99214, 0.1991844
0, 07/18/2019 12:28:01.422, -0.1601028, 28.00776, 0.1991844
0, 07/18/2019 12:28:01.436, -0.1605606, 28.00996, 0.1601028
0, 07/18/2019 12:28:01.452, 0.01293182, 28.02268, 0.1605606
0, 07/18/2019 12:28:01.466, 0.0246048, 27.97569, -0.01293182
0, 07/18/2019 12:28:01.481, -0.06340027, 27.97067, -0.0246048
0, 07/18/2019 12:28:01.494, 0.2010155, 27.99896, 0.06340027
0, 07/18/2019 12:28:01.509, 0.1961517, 27.91312, -0.2010155
0, 07/18/2019 12:28:01.522, 0.147171, 27.89902, -0.1961517
0, 07/18/2019 12:28:01.537, 0.25177, 27.90046, -0.147171
0, 07/18/2019 12:28:01.551, 0.1550674, 27.85299, -0.25177
0, 07/18/2019 12:28:01.565, 0.039711, 27.86646, -0.1550674
0, 07/18/2019 12:28:01.580, 0.0103569, 27.89391, -0.039711
0, 07/18/2019 12:28:01.594, -0.02105713, 27.90088, -0.0103569
0, 07/18/2019 12:28:01.608, 0.06174088, 27.91085, 0.02105713
0, 07/18/2019 12:28:01.623, 0.01018524, 27.88407, -0.06174088
0, 07/18/2019 12:28:01.637, 0.07392883, 27.89693, -0.01018524
0, 07/18/2019 12:28:01.652, 0.06174088, 27.87424, -0.07392883
0, 07/18/2019 12:28:01.666, 0.08617401, 27.87263, -0.06174088
0, 07/18/2019 12:28:01.680, 0.07135391, 27.85939, -0.08617401
0, 07/18/2019 12:28:01.694, 0.03490448, 27.85772, -0.07135391
0, 07/18/2019 12:28:01.709, -0.1427078, 27.86464, -0.03490448
0, 07/18/2019 12:28:01.725, 0.03278732, 27.9229, 0.1427078
0, 07/18/2019 12:28:01.739, 0.2891922, 27.87383, -0.03278732
0, 07/18/2019 12:28:01.753, 0.001602173, 27.7832, -0.2891922
0, 07/18/2019 12:28:01.767, 0.007896423, 27.85928, -0.001602173
0, 07/18/2019 12:28:01.781, 0.03152847, 27.85699, -0.007896423
0, 07/18/2019 12:28:01.796, -0.02271652, 27.84826, -0.03152847
0, 07/18/2019 12:28:01.810, 0.03170013, 27.86441, 0.02271652
0, 07/18/2019 12:28:01.824, -0.285759, 27.84751, -0.03170013
0, 07/18/2019 12:28:01.838, -0.2003288, 27.95405, 0.285759
0, 07/18/2019 12:28:01.853, 0.03433228, 27.94712, 0.2003288
0, 07/18/2019 12:28:01.867, -0.00749588, 27.88224, -0.03433228
0, 07/18/2019 12:28:01.881, 0.06649017, 27.89392, 0.00749588
0, 07/18/2019 12:28:01.895, -0.1821327, 27.86909, -0.06649017
0, 07/18/2019 12:28:01.908, -0.03135681, 27.94927, 0.1821327
0, 07/18/2019 12:28:01.923, 0.2339745, 27.91177, 0.03135681
0, 07/18/2019 12:28:01.938, 0.03868103, 27.8231, -0.2339745
0, 07/18/2019 12:28:01.952, -0.05910873, 27.87182, -0.03868103
0, 07/18/2019 12:28:01.967, 0.09464264, 27.90237, 0.05910873
0, 07/18/2019 12:28:01.980, 0.1314354, 27.85421, -0.09464264
0, 07/18/2019 12:28:01.995, 0.01945496, 27.83415, -0.1314354
0, 07/18/2019 12:28:02.008, -0.04131317, 27.8623, -0.01945496
0, 07/18/2019 12:28:02.023, -0.04068375, 27.88164, 0.04131317
0, 07/18/2019 12:28:02.037, 0.05619049, 27.88466, 0.04068375
0, 07/18/2019 12:28:02.052, 0.06328583, 27.85459, -0.05619049
0, 07/18/2019 12:28:02.066, 0.01413345, 27.84774, -0.06328583
0, 07/18/2019 12:28:02.081, -0.1758957, 27.85966, -0.01413345
0, 07/18/2019 12:28:02.095, -0.01665115, 27.92381, 0.1758957
0, 07/18/2019 12:28:02.109, 0.01155853, 27.88292, 0.01665115
0, 07/18/2019 12:28:02.124, -0.2933693, 27.87454, -0.01155853
0, 07/18/2019 12:28:02.138, -0.02151489, 27.97836, 0.2933693
0, 07/18/2019 12:28:02.153, -0.2761459, 27.908, 0.02151489
0, 07/18/2019 12:28:02.167, 0.1706886, 27.99714, 0.2761459
0, 07/18/2019 12:28:02.183, -0.003490448, 27.86534, -0.1706886
0, 07/18/2019 12:28:02.197, -0.05990982, 27.91177, 0.003490448
0, 07/18/2019 12:28:02.210, 0.1829338, 27.93143, 0.05990982
0, 07/18/2019 12:28:02.225, -0.3278732, 27.85272, -0.1829338
0, 07/18/2019 12:28:02.239, 0.2099419, 28.01381, 0.3278732
0, 07/18/2019 12:28:02.255, -0.09859085, 27.85482, -0.2099419
0, 07/18/2019 12:28:02.268, -0.2368927, 27.94431, 0.09859085
0, 07/18/2019 12:28:02.283, -0.2640152, 27.99955, 0.2368927
0, 07/18/2019 12:28:02.297, -0.1775551, 28.02744, 0.2640152
0, 07/18/2019 12:28:02.310, 0.2704811, 28.01846, 0.1775551
0, 07/18/2019 12:28:02.325, -0.1702881, 27.87851, -0.2704811
0, 07/18/2019 12:28:02.340, 0.05373001, 28.00867, 0.1702881
0, 07/18/2019 12:28:02.354, 0.1841354, 27.9451, -0.05373001
0, 07/18/2019 12:28:02.369, 0.05561829, 27.89609, -0.1841354
0, 07/18/2019 12:28:02.383, 0.190773, 27.92579, -0.05561829
0, 07/18/2019 12:28:02.399, -0.1858521, 27.875, -0.190773
0, 07/18/2019 12:28:02.411, 0.1442528, 27.98939, 0.1858521
0, 07/18/2019 12:28:02.427, -0.02975464, 27.8906, -0.1442528
0, 07/18/2019 12:28:02.442, 0.003204346, 27.93904, 0.02975464
0, 07/18/2019 12:28:02.455, 0.1728058, 27.93006, -0.003204346
0, 07/18/2019 12:28:02.470, 0.005664825, 27.87156, -0.1728058
0, 07/18/2019 12:28:02.485, 0.1657677, 27.9154, -0.005664825
0, 07/18/2019 12:28:02.499, -0.008926392, 27.85997, -0.1657677
0, 07/18/2019 12:28:02.513, 0.01527786, 27.90697, 0.008926392
0, 07/18/2019 12:28:02.527, -0.1761246, 27.89935, -0.01527786
0, 07/18/2019 12:28:02.542, -0.03284454, 27.96389, 0.1761246
0, 07/18/2019 12:28:02.556, 0.0006866455, 27.9285, 0.03284454
5, 07/18/2019 12:28:02.570, 0.01974106, 29.63678, 4.999313
5, 07/18/2019 12:28:02.585, 0.02454758, 30.0224, 4.980259
5, 07/18/2019 12:28:02.599, 0.02397537, 30.41143, 4.975452
5, 07/18/2019 12:28:02.613, 0.4161072, 30.80192, 4.976025
5, 07/18/2019 12:28:02.627, 2.105656, 31.05759, 4.583893
5, 07/18/2019 12:28:02.641, 4.969425, 30.8369, 2.894344
5, 07/18/2019 12:28:02.656, 10.28166, 30.0804, 0.0305748
5, 07/18/2019 12:28:02.669, 15.74667, 28.25834, -5.281658
5, 07/18/2019 12:28:02.684, 22.4279, 25.9671, -10.74667
5, 07/18/2019 12:28:02.699, 30.65804, 22.82945, -17.4279
5, 07/18/2019 12:28:02.714, 35.93988, 18.63573, -25.65804
5, 07/18/2019 12:28:02.728, 42.35876, 14.80898, -30.93988
5, 07/18/2019 12:28:02.742, 43.32527, 10.17739, -37.35876
5, 07/18/2019 12:28:02.757, 45.50846, 6.914863, -38.32527
5, 07/18/2019 12:28:02.771, 43.81233, 3.158653, -40.50846
5, 07/18/2019 12:28:02.785, 41.91393, 0.5635158, -38.81233
5, 07/18/2019 12:28:02.799, 40.58332, -1.8291, -36.91393
5, 07/18/2019 12:28:02.813, 38.30252, -4.267804, -35.58332
5, 07/18/2019 12:28:02.828, 37.26311, -6.275787, -33.30252
5, 07/18/2019 12:28:02.842, 34.7941, -8.531205, -32.26311
5, 07/18/2019 12:28:02.856, 37.55951, -10.2141, -29.7941
5, 07/18/2019 12:28:02.870, 35.75495, -13.50105, -32.55951
5, 07/18/2019 12:28:02.886, 37.32651, -15.43539, -30.75495
5, 07/18/2019 12:28:02.898, 35.85011, -18.38769, -32.32651
5, 07/18/2019 12:28:02.913, 35.99035, -20.41646, -30.85011
5, 07/18/2019 12:28:02.928, 38.10408, -22.88465, -30.99035
5, 07/18/2019 12:28:02.942, 35.47674, -26.04162, -33.10408
5, 07/18/2019 12:28:02.957, 38.45678, -27.7361, -30.47674
5, 07/18/2019 12:28:02.971, 37.38367, -31.15031, -33.45678
5, 07/18/2019 12:28:02.986, 38.87844, -33.40626, -32.38367
5, 07/18/2019 12:28:03.000, 39.3259, -36.45995, -33.87844
5, 07/18/2019 12:28:03.014, 39.46993, -39.2712, -34.3259
5, 07/18/2019 12:28:03.029, 39.74768, -42.01334, -34.46993
5, 07/18/2019 12:28:03.043, 39.71106, -44.81271, -34.74768
5, 07/18/2019 12:28:03.056, 39.26691, -47.52589, -34.71106
5, 07/18/2019 12:28:03.071, 37.73924, -50.09624, -34.26691
5, 07/18/2019 12:28:03.085, 37.2389, -52.25962, -32.73924
5, 07/18/2019 12:28:03.099, 37.17762, -54.656, -32.2389
5, 07/18/2019 12:28:03.114, 37.52592, -57.16391, -32.17762
5, 07/18/2019 12:28:03.127, 37.51196, -59.80769, -32.52592
5, 07/18/2019 12:28:03.142, 37.19433, -62.35437, -32.51196
5, 07/18/2019 12:28:03.156, 39.11036, -64.79567, -32.19433
5, 07/18/2019 12:28:03.170, 39.51136, -67.97919, -34.11036
5, 07/18/2019 12:28:03.184, 39.29964, -70.79267, -34.51136
5, 07/18/2019 12:28:03.198, 39.45957, -73.42719, -34.29964
5, 07/18/2019 12:28:03.213, 36.88499, -76.17273, -34.45957
5, 07/18/2019 12:28:03.227, 39.19155, -77.99167, -31.88499
5, 07/18/2019 12:28:03.241, 37.0816, -81.28504, -34.19155
5, 07/18/2019 12:28:03.255, 38.91953, -83.24253, -32.0816
5, 07/18/2019 12:28:03.269, 37.63441, -86.39038, -33.91953
5, 07/18/2019 12:28:03.284, 36.80958, -88.60981, -32.63441
5, 07/18/2019 12:28:03.298, 39.44349, -90.88651, -31.80958
5, 07/18/2019 12:28:03.312, 37.45995, -94.2864, -34.44349
5, 07/18/2019 12:28:03.328, 39.63541, -96.30707, -32.45995
5, 07/18/2019 12:28:03.342, 37.6787, -99.60052, -34.63541
5, 07/18/2019 12:28:03.357, 39.06012, -101.6455, -32.6787
5, 07/18/2019 12:28:03.371, 39.78642, -104.6833, -34.06012
5, 07/18/2019 12:28:03.386, 39.48938, -107.6046, -34.78642
5, 07/18/2019 12:28:03.399, 38.9546, -110.2314, -34.48938
5, 07/18/2019 12:28:03.413, 36.93375, -112.7532, -33.9546
5, 07/18/2019 12:28:03.427, 39.12226, -114.7227, -31.93375
5, 07/18/2019 12:28:03.442, 37.40261, -117.9794, -34.12226
5, 07/18/2019 12:28:03.455, 39.21902, -120.0655, -32.40261
5, 07/18/2019 12:28:03.470, 36.95263, -123.2311, -34.21902
5, 07/18/2019 12:28:03.484, 37.56145, -125.137, -31.95263
5, 07/18/2019 12:28:03.498, 39.34473, -127.8526, -32.56145
5, 07/18/2019 12:28:03.513, 37.37549, -131.0194, -34.34473
5, 07/18/2019 12:28:03.528, 39.33638, -133.0372, -32.37549
5, 07/18/2019 12:28:03.543, 37.29664, -136.2503, -34.33638
5, 07/18/2019 12:28:03.556, 39.68554, -138.2433, -32.29664
5, 07/18/2019 12:28:03.571, 38.81956, -141.5972, -34.68554
5, 07/18/2019 12:28:03.585, 37.58577, -144.0207, -33.81956
5, 07/18/2019 12:28:03.599, 39.23773, -146.2499, -32.58577
5, 07/18/2019 12:28:03.613, 39.7352, -149.3735, -34.23773
5, 07/18/2019 12:28:03.628, 39.5549, -152.2301, -34.7352
5, 07/18/2019 12:28:03.641, 37.38327, -154.8929, -34.5549
5, 07/18/2019 12:28:03.656, 39.98583, -156.8577, -32.38327
5, 07/18/2019 12:28:03.670, 40.02302, -160.2919, -34.98583
5, 07/18/2019 12:28:03.685, 39.49081, -163.0491, -35.02302
5, 07/18/2019 12:28:03.699, 37.0606, -165.6137, -34.49081
5, 07/18/2019 12:28:03.714, 37.14466, -167.4846, -32.0606
5, 07/18/2019 12:28:03.729, 39.10686, -170.0285, -32.14466
5, 07/18/2019 12:28:03.742, 36.89198, -173.224, -34.10686
5, 07/18/2019 12:28:03.757, 38.90064, -175.1388, -31.89198
5, 07/18/2019 12:28:03.771, 37.51122, -178.3304, -33.90064
5, 07/18/2019 12:28:03.786, 39.34433, -180.5125, -32.51122
5, 07/18/2019 12:28:03.800, 39.05674, -183.6924, -34.34433
5, 07/18/2019 12:28:03.815, 39.40109, -186.2878, -34.05674
5, 07/18/2019 12:28:03.829, 39.52538, -189.0776, -34.40109
5, 07/18/2019 12:28:03.842, 37.34402, -191.8188, -34.52538
5, 07/18/2019 12:28:03.858, 39.1674, -193.778, -32.34402
5, 07/18/2019 12:28:03.872, 39.38301, -196.9414, -34.1674
5, 07/18/2019 12:28:03.887, 39.77978, -199.6957, -34.38301
5, 07/18/2019 12:28:03.901, 39.2173, -202.5291, -34.77978
5, 07/18/2019 12:28:03.917, 39.47468, -205.0643, -34.2173
5, 07/18/2019 12:28:03.932, 39.30428, -207.8368, -34.47468
5, 07/18/2019 12:28:03.946, 39.2514, -210.4826, -34.30428
5, 07/18/2019 12:28:03.960, 37.18163, -213.1554, -34.2514
5, 07/18/2019 12:28:03.975, 39.21215, -215.1314, -32.18163
5, 07/18/2019 12:28:03.989, 37.90707, -218.3533, -34.21215
1, 07/18/2019 12:28:04.002, 39.33472, -221.9626, -36.90707
1, 07/18/2019 12:28:04.018, 39.08787, -225.348, -38.33472
1, 07/18/2019 12:28:04.031, 39.1674, -228.2704, -38.08787
1, 07/18/2019 12:28:04.046, 38.73459, -231.2855, -38.1674
1, 07/18/2019 12:28:04.060, 35.73475, -234.1309, -37.73459
1, 07/18/2019 12:28:04.074, 34.47395, -236.0607, -34.73475
1, 07/18/2019 12:28:04.089, 29.46133, -238.3524, -33.47395
1, 07/18/2019 12:28:04.102, 25.37041, -239.2567, -28.46133
1, 07/18/2019 12:28:04.118, 18.8578, -240.0843, -24.37041
1, 07/18/2019 12:28:04.132, 13.77354, -239.7594, -17.8578
1, 07/18/2019 12:28:04.146, 9.044266, -239.414, -12.77354
1, 07/18/2019 12:28:04.160, 4.611969, -238.7918, -8.044266
1, 07/18/2019 12:28:04.175, 2.922821, -237.9006, -3.611969
1, 07/18/2019 12:28:04.190, 3.093452, -237.6038, -1.922821
1, 07/18/2019 12:28:04.205, 3.74176, -237.8132, -2.093452
1, 07/18/2019 12:28:04.219, 5.898743, -238.2001, -2.74176
1, 07/18/2019 12:28:04.233, 7.575188, -239.156, -4.898743
1, 07/18/2019 12:28:04.249, 8.907166, -240.116, -6.575188
1, 07/18/2019 12:28:04.263, 9.604912, -241.0893, -7.907166
1, 07/18/2019 12:28:04.277, 9.585571, -241.9492, -8.604912
1, 07/18/2019 12:28:04.291, 9.046326, -242.6175, -8.585571
1, 07/18/2019 12:28:04.306, 8.04451, -243.1058, -8.046326
1, 07/18/2019 12:28:04.320, 7.227745, -243.393, -7.04451
1, 07/18/2019 12:28:04.335, 7.010078, -243.665, -6.227745
1, 07/18/2019 12:28:04.350, 6.95858, -244.0788, -6.010078
1, 07/18/2019 12:28:04.363, 6.679115, -244.5326, -5.95858
1, 07/18/2019 12:28:04.378, 7.139053, -244.904, -5.679115
1, 07/18/2019 12:28:04.394, 6.982269, -245.5075, -6.139053
1, 07/18/2019 12:28:04.408, 7.902832, -245.9352, -5.982269
1, 07/18/2019 12:28:04.422, 7.790337, -246.7206, -6.902832
1, 07/18/2019 12:28:04.436, 8.658371, -247.2235, -6.790337
1, 07/18/2019 12:28:04.451, 8.571739, -248.0543, -7.658371
1, 07/18/2019 12:28:04.465, 8.415527, -248.6253, -7.571739
1, 07/18/2019 12:28:04.479, 8.840446, -249.1656, -7.415527
1, 07/18/2019 12:28:04.495, 8.386688, -249.8932, -7.840446
1, 07/18/2019 12:28:04.508, 8.450546, -250.3524, -7.386688
1, 07/18/2019 12:28:04.523, 7.826385, -250.9538, -7.450546
1, 07/18/2019 12:28:04.537, 7.495537, -251.3239, -6.826385
1, 07/18/2019 12:28:04.552, 7.580566, -251.7458, -6.495537
1, 07/18/2019 12:28:04.566, 6.910744, -252.2845, -6.580566
1, 07/18/2019 12:28:04.582, 6.932945, -252.5707, -5.910744
1, 07/18/2019 12:28:04.595, 6.766663, -253.0419, -5.932945
1, 07/18/2019 12:28:04.609, 6.125679, -253.4502, -5.766663
1, 07/18/2019 12:28:04.624, 7.082748, -253.6825, -5.125679
1, 07/18/2019 12:28:04.639, 6.967392, -254.4133, -6.082748
1, 07/18/2019 12:28:04.653, 7.870331, -254.8508, -5.967392
1, 07/18/2019 12:28:04.667, 7.816658, -255.629, -6.870331
1, 07/18/2019 12:28:04.682, 8.103561, -256.1495, -6.816658
1, 07/18/2019 12:28:04.697, 8.357162, -256.7828, -7.103561
1, 07/18/2019 12:28:04.711, 8.239403, -257.4271, -7.357162
1, 07/18/2019 12:28:04.727, 8.20507, -257.9638, -7.239403
1, 07/18/2019 12:28:04.740, 7.558365, -258.5199, -7.20507
1, 07/18/2019 12:28:04.755, 7.463837, -258.863, -6.558365
1, 07/18/2019 12:28:04.770, 7.778778, -259.345, -6.463837
1, 07/18/2019 12:28:04.785, 8.029518, -259.9602, -6.778778
1, 07/18/2019 12:28:04.799, 7.802696, -260.5781, -7.029518
1, 07/18/2019 12:28:04.813, 7.553329, -261.0516, -6.802696
1, 07/18/2019 12:28:04.829, 8.051491, -261.4996, -6.553329
1, 07/18/2019 12:28:04.842, 7.988434, -262.1848, -7.051491
1, 07/18/2019 12:28:04.856, 8.173599, -262.7162, -6.988434
1, 07/18/2019 12:28:04.871, 7.993698, -263.3281, -7.173599
1, 07/18/2019 12:28:04.885, 8.059044, -263.829, -6.993698
1, 07/18/2019 12:28:04.899, 8.128624, -264.4001, -7.059044
1, 07/18/2019 12:28:04.914, 7.837029, -264.9777, -7.128624
1, 07/18/2019 12:28:04.928, 7.862778, -265.4367, -6.837029
1, 07/18/2019 12:28:04.943, 7.100143, -265.9819, -6.862778
1, 07/18/2019 12:28:04.958, 7.427559, -266.2583, -6.100143
1, 07/18/2019 12:28:04.972, 7.015343, -266.8493, -6.427559
1, 07/18/2019 12:28:04.987, 7.535248, -267.2119, -6.015343
1, 07/18/2019 12:28:05.001, 7.122459, -267.8624, -6.535248
1, 07/18/2019 12:28:05.016, 7.587318, -268.2332, -6.122459
1, 07/18/2019 12:28:05.030, 7.802696, -268.8732, -6.587318
1, 07/18/2019 12:28:05.044, 7.786331, -269.4639, -6.802696
1, 07/18/2019 12:28:05.059, 7.857513, -269.9919, -6.786331
1, 07/18/2019 12:28:05.073, 8.161354, -270.5487, -6.857513
1, 07/18/2019 12:28:05.087, 8.637886, -271.191, -7.161354
1, 07/18/2019 12:28:05.101, 8.664207, -271.9164, -7.637886
1, 07/18/2019 12:28:05.116, 8.580551, -272.5246, -7.664207
1, 07/18/2019 12:28:05.131, 8.706207, -273.0971, -7.580551
1, 07/18/2019 12:28:05.146, 8.695908, -273.7349, -7.706207
1, 07/18/2019 12:28:05.161, 8.095207, -274.3359, -7.695908
1, 07/18/2019 12:28:05.175, 8.136749, -274.7333, -7.095207
1, 07/18/2019 12:28:05.189, 7.47448, -275.3041, -7.136749
1, 07/18/2019 12:28:05.202, 7.683449, -275.6365, -6.47448
1, 07/18/2019 12:28:05.217, 7.394028, -276.2162, -6.683449
1, 07/18/2019 12:28:05.232, 7.37915, -276.641, -6.394028
1, 07/18/2019 12:28:05.246, 7.10495, -277.1375, -6.37915
1, 07/18/2019 12:28:05.261, 7.037888, -277.5437, -6.10495
1, 07/18/2019 12:28:05.276, 7.629547, -277.9996, -6.037888
1, 07/18/2019 12:28:05.291, 7.800751, -278.6765, -6.629547
1, 07/18/2019 12:28:05.305, 7.57267, -279.2553, -6.800751
1, 07/18/2019 12:28:05.320, 8.117294, -279.7104, -6.57267
1, 07/18/2019 12:28:05.334, 8.432808, -280.4131, -7.117294
1, 07/18/2019 12:28:05.349, 8.80085, -281.0798, -7.432808
1, 07/18/2019 12:28:05.363, 8.210449, -281.7892, -7.80085
1, 07/18/2019 12:28:05.377, 7.916565, -282.1984, -7.210449
1, 07/18/2019 12:28:05.392, 7.848244, -282.6631, -6.916565
1, 07/18/2019 12:28:05.406, 7.199936, -283.1822, -6.848244
1, 07/18/2019 12:28:05.420, 7.255898, -283.4967, -6.199936
1, 07/18/2019 12:28:05.435, 7.294807, -284.0023, -6.255898
-5, 07/18/2019 12:28:05.450, 7.574959, -286.567, -12.29481
-5, 07/18/2019 12:28:05.465, 7.746048, -287.6277, -12.57496
-5, 07/18/2019 12:28:05.478, 7.680359, -288.6729, -12.74605
-5, 07/18/2019 12:28:05.493, 7.860146, -289.6502, -12.68036
-5, 07/18/2019 12:28:05.507, 6.391754, -290.7067, -12.86015
-5, 07/18/2019 12:28:05.521, 3.137283, -291.2112, -11.39175
-5, 07/18/2019 12:28:05.537, -2.746925, -290.9871, -8.137283
-5, 07/18/2019 12:28:05.551, -8.420906, -289.6045, -2.253075
-5, 07/18/2019 12:28:05.565, -17.74075, -287.8326, 3.420906
-5, 07/18/2019 12:28:05.579, -25.38048, -284.3633, 12.74075
-5, 07/18/2019 12:28:05.594, -34.86797, -280.7401, 20.38048
