World Time ,Experiment Time ,Trial# , SteamVR X ,SteamVR Y ,SteamVR Z , SteamVR Velocity, OptiTrack Rigidbody X,OptiTrack Rigidbody Y,OptiTrack Rigidbody Z, OptiTrack Rigidbody Velocity
8/7/2020 2:40:52 PM,2452.676,1,-7.63333E-14,-2.561321E-06,-3.415094E-06,0,291.8043,221.865,163.2425,0.2935185
8/7/2020 2:40:52 PM,2452.682,1,-7.63333E-14,-2.561321E-06,-3.415094E-06,-1.295205E-05,291.8062,221.86,163.2486,-0.1152778
8/7/2020 2:40:52 PM,2452.687,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-1.295206E-05,291.7933,221.8459,163.2636,-0.6601852
8/7/2020 2:40:52 PM,2452.692,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-1.295206E-05,291.8052,221.8568,163.2519,-0.09768519
8/7/2020 2:40:52 PM,2452.697,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-8.703949E-12,291.8019,221.8607,163.2481,0.1676402
8/7/2020 2:40:52 PM,2452.703,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-8.466569E-12,291.8101,221.8622,163.2472,-0.1028409
8/7/2020 2:40:52 PM,2452.711,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-7.826241E-12,291.8025,221.8666,163.2414,0.2247899
8/7/2020 2:40:52 PM,2452.717,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8078,221.8498,163.2598,0.129065
8/7/2020 2:40:52 PM,2452.722,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8015,221.8607,163.2466,0.1326219
8/7/2020 2:40:52 PM,2452.729,1,-7.63333E-14,-2.561321E-06,-3.415094E-06,7.109333E-12,291.8106,221.8635,163.2481,0.08778626
8/7/2020 2:40:52 PM,2452.735,1,-7.63333E-14,-2.561321E-06,-3.415094E-06,7.055474E-12,291.8025,221.8525,163.2607,-0.2997159
8/7/2020 2:40:52 PM,2452.74,1,-7.63333E-14,-2.561321E-06,-3.415094E-06,7.826241E-12,291.8067,221.868,163.2392,0.04989496
8/7/2020 2:40:52 PM,2452.746,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8122,221.8672,163.242,0.6003152
8/7/2020 2:40:52 PM,2452.751,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8057,221.8598,163.2511,-0.03203782
8/7/2020 2:40:52 PM,2452.757,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-8.098457E-12,291.801,221.8742,163.2351,0.3809783
8/7/2020 2:40:52 PM,2452.762,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-8.466569E-12,291.799,221.8687,163.2412,0.6005682
8/7/2020 2:40:52 PM,2452.768,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,-8.098457E-12,291.8059,221.8666,163.2421,-0.05163043
8/7/2020 2:40:52 PM,2452.773,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8078,221.8719,163.2369,0.1755682
8/7/2020 2:40:52 PM,2452.778,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.808,221.8607,163.248,0.03434685
8/7/2020 2:40:52 PM,2452.784,1,-7.633331E-14,-2.561321E-06,-3.415095E-06,0,291.8066,221.8689,163.239,-0.1948864
8/7/2020 2:40:52 PM,2452.79,1,3.415095E-06,-2.561321E-06,-4.268868E-06,-8.098457E-12,291.805,221.8539,163.2563,-0.5271739
8/7/2020 2:40:52 PM,2452.796,1,3.415095E-06,-2.561321E-06,-4.268868E-06,-8.169496E-12,291.8028,221.8536,163.2563,-0.4654605
